x,y
-1.0,-1.2246467991473532e-16
-0.9997999799979999,-0.0006283813275005853
-0.9995999599959996,-0.0012567624068768731
-0.9993999399939995,-0.0018851429900035772
-0.9991999199919992,-0.0025135228287572605
-0.998999899989999,-0.0031419016750134482
-0.9987998799879988,-0.0037702792806485006
-0.9985998599859987,-0.004398655397538825
-0.9983998399839984,-0.005027029777562747
-0.9981998199819982,-0.005655402172597504
-0.997999799979998,-0.006283772334522893
-0.9977997799779978,-0.006912140015217814
-0.9975997599759976,-0.007540504966563926
-0.9973997399739974,-0.008168866940442632
-0.9971997199719972,-0.008797225688736955
-0.996999699969997,-0.009425580963330748
-0.9967996799679968,-0.010053932516110567
-0.9965996599659966,-0.010682280098962663
-0.9963996399639964,-0.011310623463776629
-0.9961996199619962,-0.011938962362441949
-0.995999599959996,-0.012567296546851644
-0.9957995799579958,-0.013195625768899266
-0.9955995599559956,-0.013823949780480774
-0.9953995399539954,-0.014452268333493733
-0.9951995199519952,-0.015080581179839203
-0.994999499949995,-0.015708888071418715
-0.9947994799479948,-0.01633718876013793
-0.9945994599459946,-0.016965482997903188
-0.9943994399439944,-0.01759377053662514
-0.9941994199419942,-0.018222051128215754
-0.993999399939994,-0.0188503245245902
-0.9937993799379938,-0.019478590477666022
-0.9935993599359936,-0.02010684873936505
-0.9933993399339934,-0.020735099061610373
-0.9931993199319932,-0.021363341196329988
-0.992999299929993,-0.021991574895453347
-0.9927992799279928,-0.02261979991091502
-0.9925992599259926,-0.023248015994651657
-0.9923992399239924,-0.023876222898603895
-0.9921992199219922,-0.02450442037471554
-0.991999199919992,-0.025132608174935456
-0.9917991799179918,-0.025760786051214558
-0.9915991599159916,-0.02638895375550945
-0.9913991399139914,-0.02701711103977897
-0.9911991199119912,-0.027645257655987864
-0.990999099909991,-0.028273393356103738
-0.9907990799079908,-0.02890151789209897
-0.9905990599059906,-0.029529631015949888
-0.9903990399039904,-0.030157732479638672
-0.9901990199019902,-0.030785822035150318
-0.98999899989999,-0.031413899434476304
-0.9897989798979898,-0.03204196442961114
-0.9895989598959896,-0.032670016772555995
-0.9893989398939894,-0.03329805621531571
-0.9891989198919892,-0.033926082509900674
-0.988998899889989,-0.034554095408326005
-0.9887988798879888,-0.03518209466261345
-0.9885988598859886,-0.035810080024788374
-0.9883988398839884,-0.036438051246883395
-0.9881988198819882,-0.037066008080934944
-0.987998799879988,-0.0376939502789869
-0.9877987798779878,-0.03832187759308761
-0.9875987598759876,-0.03894978977529171
-0.9873987398739874,-0.03957768657765941
-0.9871987198719872,-0.040205567752258274
-0.986998699869987,-0.0408334330511603
-0.9867986798679867,-0.04146128222644552
-0.9865986598659866,-0.04208911503019854
-0.9863986398639863,-0.04271693121451224
-0.9861986198619862,-0.0433447305314847
-0.985998599859986,-0.04397251273322112
-0.9857985798579858,-0.044600277571833005
-0.9855985598559855,-0.04522802479944006
-0.9853985398539854,-0.04585575416816716
-0.9851985198519851,-0.046483465430147995
-0.984998499849985,-0.047111158337521664
-0.9847984798479847,-0.047738832642436245
-0.9845984598459846,-0.04836648809704587
-0.9843984398439845,-0.04899412445351209
-0.9841984198419842,-0.04962174146400534
-0.983998399839984,-0.0502493388807019
-0.9837983798379838,-0.05087691645578759
-0.9835983598359836,-0.05150447394145427
-0.9833983398339834,-0.05213201108990352
-0.9831983198319832,-0.0527595276533436
-0.982998299829983,-0.05338702338399137
-0.9827982798279828,-0.05401449803407145
-0.9825982598259826,-0.05464195135581812
-0.9823982398239824,-0.0552693831014723
-0.9821982198219822,-0.055896793023285235
-0.981998199819982,-0.056524180873514976
-0.9817981798179818,-0.057151546404430084
-0.9815981598159816,-0.05777888936830659
-0.9813981398139814,-0.0584062095174299
-0.9811981198119812,-0.059033506604093955
-0.980998099809981,-0.059660780380603164
-0.9807980798079808,-0.06028803059926934
-0.9805980598059806,-0.0609152570124154
-0.9803980398039804,-0.06154245937237186
-0.9801980198019802,-0.062169637431480525
-0.97999799979998,-0.06279679094209145
-0.9797979797979798,-0.06342391965656484
-0.9795979597959796,-0.06405102332727025
-0.9793979397939794,-0.06467810170658843
