x,y
-1.0,-0.8851800536381977
-0.9997999799979999,-0.637090454474325
-0.9995999599959996,0.43084240847054067
-0.9993999399939995,0.02528868792164078
-0.9991999199919992,-0.038973955294310705
-0.998999899989999,-0.2553332365102437
-0.9987998799879988,-0.34200076212208036
-0.9985998599859987,0.02809452626660339
-0.9983998399839984,0.2917721630414631
-0.9981998199819982,0.1071076014345709
-0.997999799979998,0.31138222766807194
-0.9977997799779978,-0.17053429918645016
-0.9975997599759976,-0.17457313765219615
-0.9973997399739974,-0.44432346491779573
-0.9971997199719972,0.0263237951016528
-0.996999699969997,0.6926751136362677
-0.9967996799679968,-0.3856500536199983
-0.9965996599659966,0.10274680733221322
-0.9963996399639964,-0.38538796912403667
-0.9961996199619962,0.39193881792879803
-0.995999599959996,-0.08581284866529387
-0.9957995799579958,0.31726382382890816
-0.9955995599559956,0.06377101204560653
-0.9953995399539954,-0.8848248062525444
-0.9951995199519952,0.6021748408486763
-0.994999499949995,-0.23453057183566883
-0.9947994799479948,-0.1779283156168734
-0.9945994599459946,-1.312204660972935
-0.9943994399439944,-0.0977084938270239
-0.9941994199419942,0.7514256673803718
-0.993999399939994,0.594873197627307
-0.9937993799379938,-0.602937906438109
-0.9935993599359936,0.7513174833092504
-0.9933993399339934,0.267851840415175
-0.9931993199319932,0.33392963003146053
-0.992999299929993,0.5778600845216048
-0.9927992799279928,0.25359285626887856
-0.9925992599259926,-0.14570620669324408
-0.9923992399239924,0.009805658527015794
-0.9921992199219922,0.43079118426262536
-0.991999199919992,-0.21293453104893986
-0.9917991799179918,-0.2772615232799454
-0.9915991599159916,-0.03946586538883293
-0.9913991399139914,-0.4583942712525497
-0.9911991199119912,1.0138111097201365
-0.990999099909991,0.04843598661922369
-0.9907990799079908,-0.4378901289862955
-0.9905990599059906,0.2092305503262243
-0.9903990399039904,-0.7888834194148808
-0.9901990199019902,0.2776354610612658
-0.98999899989999,-0.4356222056332256
-0.9897989798979898,0.014331394373348738
-0.9895989598959896,-0.7555531376938894
-0.9893989398939894,0.22802102587444964
-0.9891989198919892,-0.2993725748521323
-0.988998899889989,0.33211771577303956
-0.9887988798879888,-0.16847294910789412
-0.9885988598859886,-0.7372210821557411
-0.9883988398839884,0.050540179661640504
-0.9881988198819882,0.3945361553524675
-0.987998799879988,-0.026945467968467585
-0.9877987798779878,-0.21918680284065611
-0.9875987598759876,-0.5468415820637855
-0.9873987398739874,-0.1801726592162471
-0.9871987198719872,0.3190279462334167
-0.986998699869987,-0.16151745228781514
-0.9867986798679867,0.2794588568845212
-0.9865986598659866,-0.6315711270756937
-0.9863986398639863,0.3621015287076708
-0.9861986198619862,0.09558529299765721
-0.985998599859986,-0.8955533368770668
-0.9857985798579858,0.2573639875710236
-0.9855985598559855,-0.3667127454468935
-0.9853985398539854,0.17176444941340346
-0.9851985198519851,0.06855796366995406
-0.984998499849985,0.8074364694966373
-0.9847984798479847,0.11703305495853433
-0.9845984598459846,-0.362378938675033
-0.9843984398439845,-0.14221768163072948
-0.9841984198419842,0.241519741203934
-0.983998399839984,-0.45615696844380565
-0.9837983798379838,-0.6590216566567078
-0.9835983598359836,0.25281324511315384
-0.9833983398339834,-1.2390113550512376
-0.9831983198319832,-0.950132224304175
-0.982998299829983,-0.10053646185999145
-0.9827982798279828,-0.7978784182495757
-0.9825982598259826,0.18193664539415128
-0.9823982398239824,1.237601744440469
-0.9821982198219822,-0.2216044420766453
-0.981998199819982,-0.05640870559958537
-0.9817981798179818,-0.08675314460805286
-0.9815981598159816,0.16869927715423697
-0.9813981398139814,-0.1898670984946532
-0.9811981198119812,-0.6979169965506911
-0.980998099809981,-0.599542079068039
-0.9807980798079808,-0.19191261952148284
-0.9805980598059806,-0.337483336534967
-0.9803980398039804,-0.26677994511238307
-0.9801980198019802,0.7396075271060709
-0.97999799979998,0.04063064197953219
-0.9797979797979798,0.05988341686064769
-0.9795979597959796,-0.8607388197927397
-0.9793979397939794,-0.4117781142486796
-0.9791979197919792,-0.37787007821386487
-0.978997899789979,0.4468056971963713
-0.9787978797879788,-0.7626115959978138
-0.9785978597859786,0.4193314519420175
