x,y
-1.0,-0.2499999999999999
-0.9997999799979999,-0.2493216137960617
-0.9995999599959996,-0.2486432285846212
-0.9993999399939995,-0.247964845358176
-0.9991999199919992,-0.2472864651092186
-0.998999899989999,-0.24660808883023824
-0.9987998799879988,-0.24592971751371745
-0.9985998599859987,-0.24525135215213134
-0.9983998399839984,-0.24457299373794425
-0.9981998199819982,-0.2438946432636114
-0.997999799979998,-0.2432163017215736
-0.9977997799779978,-0.24253797010425945
-0.9975997599759976,-0.24185964940407995
-0.9973997399739974,-0.24118134061343033
-0.9971997199719972,-0.24050304472468645
-0.996999699969997,-0.2398247627302043
-0.9967996799679968,-0.2391464956223166
-0.9965996599659966,-0.23846824439333433
-0.9963996399639964,-0.23779001003554154
-0.9961996199619962,-0.2371117935411975
-0.995999599959996,-0.23643359590253143
-0.9957995799579958,-0.23575541811174416
-0.9955995599559956,-0.2350772611610047
-0.9953995399539954,-0.23439912604244953
-0.9951995199519952,-0.23372101374817938
-0.994999499949995,-0.23304292527026077
-0.9947994799479948,-0.23236486160072065
-0.9945994599459946,-0.2316868237315487
-0.9943994399439944,-0.23100881265469203
-0.9941994199419942,-0.2303308293620568
-0.993999399939994,-0.22965287484550476
-0.9937993799379938,-0.22897495009685276
-0.9935993599359936,-0.2282970561078692
-0.9933993399339934,-0.22761919387027577
-0.9931993199319932,-0.2269413643757421
-0.992999299929993,-0.2262635686158881
-0.9927992799279928,-0.2255858075822783
-0.9925992599259926,-0.2249080822664241
-0.9923992399239924,-0.22423039365977968
-0.9921992199219922,-0.22355274275374196
-0.991999199919992,-0.22287513053964675
-0.9917991799179918,-0.22219755800877075
-0.9915991599159916,-0.22152002615232602
-0.9913991399139914,-0.2208425359614623
-0.9911991199119912,-0.22016508842726157
-0.990999099909991,-0.21948768454074
-0.9907990799079908,-0.2188103252928441
-0.9905990599059906,-0.21813301167445062
-0.9903990399039904,-0.21745574467636264
-0.9901990199019902,-0.21677852528931157
-0.98999899989999,-0.2161013545039517
-0.9897989798979898,-0.2154242333108625
-0.9895989598959896,-0.21474716270054314
-0.9893989398939894,-0.2140701436634144
-0.9891989198919892,-0.21339317718981504
-0.988998899889989,-0.21271626427000134
-0.9887988798879888,-0.21203940589414355
-0.9885988598859886,-0.21136260305232768
-0.9883988398839884,-0.2106858567345501
-0.9881988198819882,-0.2100091679307198
-0.987998799879988,-0.20933253763065313
-0.9877987798779878,-0.2086559668240753
-0.9875987598759876,-0.2079794565006172
-0.9873987398739874,-0.20730300764981457
-0.9871987198719872,-0.20662662126110476
-0.986998699869987,-0.20595029832382822
-0.9867986798679867,-0.20527403982722336
-0.9865986598659866,-0.20459784676042878
-0.9863986398639863,-0.20392172011247767
-0.9861986198619862,-0.20324566087229987
-0.985998599859986,-0.20256967002871817
-0.9857985798579858,-0.20189374857044795
-0.9855985598559855,-0.20121789748609342
-0.9853985398539854,-0.20054211776414968
-0.9851985198519851,-0.1998664103929971
-0.984998499849985,-0.19919077636090374
-0.9847984798479847,-0.1985152166560199
-0.9845984598459846,-0.19783973226637996
-0.9843984398439845,-0.19716432417989924
-0.9841984198419842,-0.1964889933843712
-0.983998399839984,-0.19581374086746908
-0.9837983798379838,-0.19513856761674062
-0.9835983598359836,-0.19446347461961025
-0.9833983398339834,-0.19378846286337373
-0.9831983198319832,-0.19311353333519998
-0.982998299829983,-0.19243868702212746
-0.9827982798279828,-0.19176392491106375
-0.9825982598259826,-0.19108924798878202
-0.9823982398239824,-0.19041465724192275
-0.9821982198219822,-0.18974015365698846
-0.981998199819982,-0.18906573822034584
-0.9817981798179818,-0.1883914119182205
-0.9815981598159816,-0.18771717573669872
-0.9813981398139814,-0.18704303066172379
-0.9811981198119812,-0.18636897767909583
-0.980998099809981,-0.18569501777446787
-0.9807980798079808,-0.18502115193334798
-0.9805980598059806,-0.18434738114109364
-0.9803980398039804,-0.1836737063829142
-0.9801980198019802,-0.1830001286438654
-0.97999799979998,-0.1823266489088511
-0.9797979797979798,-0.18165326816261998
-0.9795979597959796,-0.18097998738976478
-0.9793979397939794,-0.180306807574719
-0.9791979197919792,-0.1796337297017585
-0.978997899789979,-0.1789607547549963
-0.9787978797879788,-0.1782878837183846
-0.9785978597859786,-0.1776151175757098
-0.9783978397839784,-0.1769424573105939
-0.9781978197819782,-0.17626990390649122
-0.977997799779978,-0.17559745834668777
-0.9777977797779778,-0.17492512161429785
-0.9775977597759776,-0.17425289469226574
-0.9773977397739774,-0.17358077856336035
-0.9771977197719772,-0.17290877421017758
-0.976997699769977,-0.17223688261513478
-0.9767976797679768,-0.17156510476047274
-0.9765976597659766,-0.17089344162825199
-0.9763976397639764,-0.17022189420035247
-0.9761976197619762,-0.16955046345846986
-0.975997599759976,-0.1688791503841175
-0.9757975797579758,-0.16820795595862092
-0.9755975597559756,-0.1675368811631202
-0.9753975397539754,-0.16686592697856456
-0.9751975197519752,-0.16619509438571414
-0.974997499749975,-0.1655243843651365
-0.9747974797479748,-0.1648537978972062
-0.9745974597459746,-0.1641833359621011
-0.9743974397439744,-0.16351299953980436
-0.9741974197419742,-0.16284278961009896
-0.973997399739974,-0.16217270715256998
-0.9737973797379738,-0.1615027531465993
-0.9735973597359736,-0.16083292857136733
-0.9733973397339734,-0.16016323440584956
-0.9731973197319732,-0.15949367162881595
-0.972997299729973,-0.1588242412188276
-0.9727972797279728,-0.15815494415423834
-0.9725972597259726,-0.15748578141318959
-0.9723972397239724,-0.15681675397361242
-0.9721972197219722,-0.15614786281322238
-0.971997199719972,-0.15547910890952116
-0.9717971797179717,-0.15481049323979312
-0.9715971597159716,-0.15414201678110484
-0.9713971397139713,-0.15347368051030164
-0.9711971197119712,-0.15280548540400923
-0.970997099709971,-0.15213743243862846
-0.9707970797079708,-0.15146952259033764
-0.9705970597059705,-0.15080175683508706
-0.9703970397039704,-0.15013413614860094
-0.9701970197019701,-0.14946666150637378
-0.96999699969997,-0.14879933388366998
-0.9697969796979697,-0.14813215425552023
-0.9695969596959696,-0.14746512359672348
-0.9693969396939695,-0.14679824288184182
-0.9691969196919692,-0.14613151308520064
-0.968996899689969,-0.14546493518088785
-0.9687968796879688,-0.14479851014275097
-0.9685968596859686,-0.14413223894439653
-0.9683968396839684,-0.14346612255918673
-0.9681968196819682,-0.1428001619602411
-0.967996799679968,-0.14213435812043118
-0.9677967796779678,-0.14146871201238292
-0.9675967596759676,-0.14080322460847117
-0.9673967396739674,-0.14013789688082157
-0.9671967196719672,-0.13947272980130698
-0.966996699669967,-0.1388077243415471
-0.9667966796679668,-0.13814288147290493
-0.9665966596659666,-0.13747820216648854
-0.9663966396639664,-0.1368136873931458
-0.9661966196619662,-0.13614933812346658
-0.965996599659966,-0.13548515532777738
-0.9657965796579658,-0.13482113997614337
-0.9655965596559656,-0.13415729303836452
-0.9653965396539654,-0.13349361548397545
-0.9651965196519652,-0.13283010828224182
-0.964996499649965,-0.132166772402162
-0.9647964796479648,-0.1315036088124621
-0.9645964596459646,-0.13084061848159773
-0.9643964396439644,-0.13017780237774912
-0.9641964196419642,-0.1295151614688227
-0.963996399639964,-0.12885269672244767
-0.9637963796379638,-0.1281904091059755
-0.9635963596359636,-0.12752829958647657
-0.9633963396339634,-0.12686636913074165
-0.9631963196319632,-0.12620461870527694
-0.962996299629963,-0.12554304927630616
-0.9627962796279628,-0.12488166180976527
-0.9625962596259626,-0.12422045727130421
-0.9623962396239624,-0.12355943662628352
-0.9621962196219622,-0.12289860083977376
-0.961996199619962,-0.12223795087655218
-0.9617961796179618,-0.12157748770110431
-0.9615961596159616,-0.12091721227761885
-0.9613961396139614,-0.1202571255699898
-0.9611961196119612,-0.11959722854181122
-0.960996099609961,-0.11893752215637901
-0.9607960796079608,-0.11827800737668741
-0.9605960596059606,-0.11761868516542857
-0.9603960396039604,-0.11695955648498911
-0.9601960196019602,-0.11630062229745176
-0.95999599959996,-0.11564188356459028
-0.9597959795979598,-0.11498334124787149
-0.9595959595959596,-0.1143249963084502
-0.9593959395939594,-0.11366684970717084
-0.9591959195919592,-0.11300890240456407
-0.958995899589959,-0.11235115536084628
-0.9587958795879588,-0.11169360953591614
-0.9585958595859586,-0.11103626588935642
-0.9583958395839584,-0.1103791253804286
-0.9581958195819582,-0.10972218896807526
-0.957995799579958,-0.10906545761091471
-0.9577957795779578,-0.10840893226724285
-0.9575957595759576,-0.10775261389502958
-0.9573957395739574,-0.10709650345191851
-0.9571957195719571,-0.10644060189522342
-0.956995699569957,-0.10578491018192993
-0.9567956795679567,-0.10512942926869046
-0.9565956595659566,-0.10447416011182628
-0.9563956395639563,-0.10381910366732242
-0.9561956195619562,-0.10316426089082928
-0.9559955995599559,-0.10250963273765923
-0.9557955795579558,-0.10185522016278628
-0.9555955595559555,-0.10120102412084248
-0.9553955395539554,-0.10054704556611968
-0.9551955195519553,-0.09989328545256493
-0.954995499549955,-0.09923974473378017
-0.9547954795479547,-0.09858642436302184
-0.9545954595459546,-0.09793332529319781
-0.9543954395439544,-0.09728044847686687
-0.9541954195419542,-0.09662779486623546
-0.9539953995399539,-0.09597536541315876
-0.9537953795379538,-0.09532316106913799
-0.9535953595359536,-0.09467118278531789
-0.9533953395339534,-0.09401943151248612
-0.9531953195319532,-0.09336790820107271
-0.952995299529953,-0.09271661380114718
-0.9527952795279528,-0.09206554926241797
-0.9525952595259526,-0.09141471553422903
-0.9523952395239524,-0.09076411356556169
-0.9521952195219522,-0.09011374430502933
-0.951995199519952,-0.08946360870087958
-0.9517951795179518,-0.08881370770098929
-0.9515951595159516,-0.08816404225286603
-0.9513951395139514,-0.08751461330364493
-0.9511951195119512,-0.08686542180008802
-0.950995099509951,-0.08621646868858096
-0.9507950795079508,-0.0855677549151346
-0.9505950595059506,-0.0849192814253801
-0.9503950395039504,-0.08427104916457082
-0.9501950195019502,-0.0836230590775773
-0.94999499949995,-0.08297531210888898
-0.9497949794979498,-0.08232780920261082
-0.9495949594959496,-0.08168055130246271
-0.9493949394939494,-0.08103353935177632
-0.9491949194919492,-0.08038677429349658
-0.948994899489949,-0.07974025707017665
-0.9487948794879488,-0.07909398862398012
-0.9485948594859486,-0.07844796989667577
-0.9483948394839484,-0.07780220182963979
-0.9481948194819482,-0.07715668536385026
-0.947994799479948,-0.0765114214398909
-0.9477947794779478,-0.07586641099794356
-0.9475947594759476,-0.07522165497779182
-0.9473947394739474,-0.07457715431881576
-0.9471947194719472,-0.0739329099599938
-0.946994699469947,-0.07328892283989782
-0.9467946794679468,-0.07264519389669521
-0.9465946594659466,-0.07200172406814331
-0.9463946394639464,-0.07135851429159332
-0.9461946194619462,-0.07071556550398259
-0.945994599459946,-0.0700728786418385
-0.9457945794579458,-0.0694304546412729
-0.9455945594559456,-0.06878829443798429
-0.9453945394539454,-0.06814639896725275
-0.9451945194519452,-0.06750476916394194
-0.944994499449945,-0.06686340596249374
-0.9447944794479448,-0.06622231029693201
-0.9445944594459446,-0.06558148310085501
-0.9443944394439444,-0.06494092530743914
-0.9441944194419442,-0.06430063784943349
-0.943994399439944,-0.063660621659162
-0.9437943794379438,-0.06302087766851835
-0.9435943594359436,-0.06238140680896806
-0.9433943394339434,-0.061742210011543536
-0.9431943194319432,-0.061103288206845574
-0.942994299429943,-0.060464642325040174
-0.9427942794279428,-0.05982627329585807
-0.9425942594259425,-0.05918818204859133
-0.9423942394239424,-0.05855036951209505
-0.9421942194219421,-0.05791283661478233
-0.941994199419942,-0.057275584284626424
-0.9417941794179417,-0.056638613449155606
-0.9415941594159416,-0.056001925035454925
-0.9413941394139413,-0.05536551997016284
-0.9411941194119412,-0.05472939917947081
-0.9409940994099409,-0.0540935635891199
-0.9407940794079408,-0.05345801412440254
-0.9405940594059405,-0.05282275171015738
-0.9403940394039404,-0.05218777727077159
-0.9401940194019403,-0.05155309173017561
-0.93999399939994,-0.05091869601184493
-0.9397939793979397,-0.0502845910387969
-0.9395939593959396,-0.04965077773359
-0.9393939393939394,-0.04901725701832124
-0.9391939193919392,-0.04838402981462542
-0.9389938993899389,-0.04775109704367472
-0.9387938793879388,-0.047118459626176196
-0.9385938593859386,-0.04648611848236914
-0.9383938393839384,-0.04585407453202617
-0.9381938193819382,-0.04522232869445056
-0.937993799379938,-0.04459088188847332
-0.9377937793779378,-0.04395973503245501
-0.9375937593759376,-0.043328889044280616
-0.9373937393739374,-0.0426983448413617
-0.9371937193719372,-0.042068103340631435
-0.936993699369937,-0.041438165458546145
-0.9367936793679368,-0.04080853211108215
-0.9365936593659366,-0.04017920421373533
-0.9363936393639364,-0.039550182681517665
-0.9361936193619362,-0.03892146842895913
-0.935993599359936,-0.03829306237010252
-0.9357935793579358,-0.037664965418505614
-0.9355935593559356,-0.037037178487236255
-0.9353935393539354,-0.036409702488873985
-0.9351935193519352,-0.035782538335506625
-0.934993499349935,-0.03515568693873006
-0.9347934793479348,-0.03452914920964484
-0.9345934593459346,-0.03390292605885781
-0.9343934393439344,-0.033277018396477204
-0.9341934193419342,-0.032651427132114746
-0.933993399339934,-0.03202615317488061
-0.9337933793379338,-0.031401197433385236
-0.9335933593359336,-0.03077656081573585
-0.9333933393339334,-0.03015224422953619
-0.9331933193319332,-0.029528248581883187
-0.932993299329933,-0.028904574779368558
-0.9327932793279328,-0.02828122372807404
-0.9325932593259326,-0.02765819633357325
-0.9323932393239324,-0.027035493500926905
-0.9321932193219322,-0.026413116134684445
-0.931993199319932,-0.02579106513888063
-0.9317931793179318,-0.02516934141703539
-0.9315931593159316,-0.02454794587215034
-0.9313931393139314,-0.023926879406710483
-0.9311931193119312,-0.023306142922679324
-0.930993099309931,-0.02268573732150095
-0.9307930793079308,-0.022065663504095084
-0.9305930593059306,-0.021445922370858683
-0.9303930393039304,-0.02082651482166284
-0.9301930193019302,-0.02020744175585215
-0.92999299929993,-0.019588704072241725
-0.9297929792979298,-0.01897030266911856
-0.9295929592959296,-0.01835223844423689
-0.9293929392939294,-0.01773451229482001
-0.9291929192919292,-0.017117125117555587
-0.928992899289929,-0.016500077808597247
-0.9287928792879288,-0.01588337126356118
-0.9285928592859286,-0.01526700637752601
-0.9283928392839284,-0.01465098404502932
-0.9281928192819282,-0.014035305160069345
-0.927992799279928,-0.013419970616100257
-0.9277927792779278,-0.012804981306033941
-0.9275927592759275,-0.012190338122235383
-0.9273927392739274,-0.011576041956524147
-0.9271927192719271,-0.010962093700171177
-0.926992699269927,-0.01034849424389847
-0.9267926792679267,-0.009735244477875743
-0.9265926592659266,-0.00912234529172215
